world_half_cm,thickness_nm,backing_thickness_um,E_keV,mu_counts_cm2_g,mu_ref_cm2_g,delta_mu_counts_cm2_g,delta_mu_counts_percent,mu_en_cpe_cm2_g,mu_en_ref_cm2_g,delta_mu_en_cpe_cm2_g,delta_mu_en_cpe_percent,mu_en_raw_cm2_g,delta_mu_en_raw_cm2_g,delta_mu_en_raw_percent,mu_eff_cm2_g
50.0,2000.0,50.0,1.0,5368.7217194,3683.0,1685.7217194000004,45.77034263915288,5351.2292783,3671.0,1680.2292783000003,45.77034263960774,21.918859326,-3649.081140674,-99.40291856916372,22.901962684
100.0,2000.0,50.0,1.0,5368.7217194,3683.0,1685.7217194000004,45.77034263915288,5351.2292783,3671.0,1680.2292783000003,45.77034263960774,21.918859326,-3649.081140674,-99.40291856916372,22.901962684
100.0,2000.0,50.0,1.0,5368.7217194,3683.0,1685.7217194000004,45.77034263915288,5351.2292783,3671.0,1680.2292783000003,45.77034263960774,21.918859326,-3649.081140674,-99.40291856916372,22.901962684
50.0,2000.0,50.0,1.0,5368.7217194,3683.0,1685.7217194000004,45.77034263915288,5351.2292783,3671.0,1680.2292783000003,45.77034263960774,21.918859326,-3649.081140674,-99.40291856916372,22.901962684
50.0,2000.0,50.0,1.5,1638.7408443,1643.0,-4.259155700000065,-0.2592304138770581,1627.7693597,1632.0,-4.230640300000005,-0.25923041053921597,16.893792107,-1615.106207893,-98.96484116991421,17.469796373
100.0,2000.0,50.0,1.5,1638.7408443,1643.0,-4.259155700000065,-0.2592304138770581,1627.7693597,1632.0,-4.230640300000005,-0.25923041053921597,16.893792107,-1615.106207893,-98.96484116991421,17.469796373
100.0,2000.0,50.0,1.8092,1096.7892823,1108.0000001,-11.210717800000111,-1.0117976352877538,1085.90058,1097.0000001,-11.099420100000088,-1.0117976389232717,14.672654189,-1082.327345911,-98.66247454989403,15.104544198
50.0,2000.0,50.0,1.8092,1096.7892823,1108.0000001,-11.210717800000111,-1.0117976352877538,1085.90058,1097.0000001,-11.099420100000088,-1.0117976389232717,14.672654189,-1082.327345911,-98.66247454989403,15.104544198
50.0,2000.0,50.0,1.84014,2982.6231775,1911.0000003,1071.6231772,56.07656604038568,2938.921739,1883.0000002,1055.9217388,56.0765660482128,20.168591003,-1862.8314091969999,-98.92891178965174,20.996944144
100.0,2000.0,50.0,1.84014,2982.6231775,1911.0000003,1071.6231772,56.07656604038568,2938.921739,1883.0000002,1055.9217388,56.0765660482128,20.168591003,-1862.8314091969999,-98.92891178965174,20.996944144
