world_half_cm,thickness_nm,backing_thickness_um,E_keV,mu_counts_cm2_g,mu_ref_cm2_g,delta_mu_counts_cm2_g,delta_mu_counts_percent,mu_en_cpe_cm2_g,mu_en_ref_cm2_g,delta_mu_en_cpe_cm2_g,delta_mu_en_cpe_percent,mu_en_raw_cm2_g,delta_mu_en_raw_cm2_g,delta_mu_en_raw_percent,mu_eff_cm2_g
50.0,500.0,50.0,1.0,3686.7106409,3683.0,3.7106408999998166,0.10075049959271834,3674.6985509,3671.0,3.6985509000001002,0.10075050122582677,85.294530259,-3585.705469741,-97.67653145576138,89.010142918
100.0,500.0,50.0,1.0,3686.7106409,3683.0,3.7106408999998166,0.10075049959271834,3674.6985509,3671.0,3.6985509000001002,0.10075050122582677,85.294530259,-3585.705469741,-97.67653145576138,89.010142918
100.0,500.0,50.0,1.0,3686.7106409,3683.0,3.7106408999998166,0.10075049959271834,3674.6985509,3671.0,3.6985509000001002,0.10075050122582677,85.294530259,-3585.705469741,-97.67653145576138,89.010142918
50.0,500.0,50.0,1.0,3686.7106409,3683.0,3.7106408999998166,0.10075049959271834,3674.6985509,3671.0,3.6985509000001002,0.10075050122582677,85.294530259,-3585.705469741,-97.67653145576138,89.010142918
50.0,500.0,50.0,1.5,1638.0359519,1643.0,-4.9640480999999,-0.30213317711502735,1627.0691866,1632.0,-4.930813400000034,-0.30213317401960993,53.83906266,-1578.16093734,-96.70103782720588,55.288070753
100.0,500.0,50.0,1.5,1638.0359519,1643.0,-4.9640480999999,-0.30213317711502735,1627.0691866,1632.0,-4.930813400000034,-0.30213317401960993,53.83906266,-1578.16093734,-96.70103782720588,55.288070753
100.0,500.0,50.0,1.8092,1102.6890432,1108.0000001,-5.310956900000065,-0.4793282400289473,1091.7417693,1097.0000001,-5.258230800000092,-0.4793282406126494,38.953969578,-1058.0460305220001,-96.44904561764366,39.705002081
50.0,500.0,50.0,1.8092,1102.6890432,1108.0000001,-5.310956900000065,-0.4793282400289473,1091.7417693,1097.0000001,-5.258230800000092,-0.4793282406126494,38.953969578,-1058.0460305220001,-96.44904561764366,39.705002081
50.0,500.0,50.0,1.84014,3103.1429979,1911.0000003,1192.1429976,62.38320237639196,3057.6757012,1883.0000002,1174.675701,62.38320238317756,76.332355822,-1806.667644378,-95.94623707839128,79.289867346
100.0,500.0,50.0,1.84014,3103.1429979,1911.0000003,1192.1429976,62.38320237639196,3057.6757012,1883.0000002,1174.675701,62.38320238317756,76.332355822,-1806.667644378,-95.94623707839128,79.289867346
100.0,500.0,50.0,1.8716,3019.4649647,2901.0,118.46496470000011,4.083590648052399,2969.5048412,2853.0,116.5048412000001,4.083590648440242,75.055683591,-2777.944316409,-97.36923646719242,77.912592241
50.0,500.0,50.0,1.8716,3019.4649647,2901.0,118.46496470000011,4.083590648052399,2969.5048412,2853.0,116.5048412000001,4.083590648440242,75.055683591,-2777.944316409,-97.36923646719242,77.912592241
50.0,500.0,50.0,2.0,3823.7097974,3922.0,-98.29020260000016,-2.5061244926058173,3756.4390233,3853.0,-96.56097670000008,-2.5061244926031687,106.0848914,-3746.9151086,-97.24669370879835,111.91654042
