world_half_cm,thickness_nm,backing_thickness_um,E_keV,mu_counts_cm2_g,mu_ref_cm2_g,delta_mu_counts_cm2_g,delta_mu_counts_percent,mu_en_cpe_cm2_g,mu_en_ref_cm2_g,delta_mu_en_cpe_cm2_g,delta_mu_en_cpe_percent,mu_en_raw_cm2_g,delta_mu_en_raw_cm2_g,delta_mu_en_raw_percent,mu_eff_cm2_g
50.0,10000.0,50.0,500.0,0.13826722457,0.1378,0.0004672245700000077,0.339059920174171,0.074652260583,0.0744,0.00025226058299999965,0.33905992338709634,0.00021290394819,-0.07418709605181,-99.71383877931451,0.0002129043856
100.0,10000.0,50.0,500.0,0.13826722457,0.1378,0.0004672245700000077,0.339059920174171,0.074652260583,0.0744,0.00025226058299999965,0.33905992338709634,0.00021290394819,-0.07418709605181,-99.71383877931451,0.0002129043856
50.0,10000.0,50.0,1000.0,0.06869837247,0.06618,0.002518372470000002,3.8053376699909367,0.034006628621,0.03276,0.001246628621000001,3.8053376709401747,4.4283209845e-05,-0.032715716790154996,-99.8648253667735,4.4283228769e-05
100.0,10000.0,50.0,1000.0,0.06869837247,0.06618,0.002518372470000002,3.8053376699909367,0.034006628621,0.03276,0.001246628621000001,3.8053376709401747,4.4283209845e-05,-0.032715716790154996,-99.8648253667735,4.4283228769e-05
50.0,10000.0,50.0,1500.0,0.052098722856,0.05,0.0020987228559999974,4.197445711999995,0.025882645515,0.02484,0.0010426455149999993,4.197445712560383,2.2039507772e-05,-0.024817960492228,-99.91127412330113,2.2039512459e-05
100.0,10000.0,50.0,1500.0,0.052098722856,0.05,0.0020987228559999974,4.197445711999995,0.025882645515,0.02484,0.0010426455149999993,4.197445712560383,2.2039507772e-05,-0.024817960492228,-99.91127412330113,2.2039512459e-05
100.0,10000.0,50.0,2000.0,0.048208949135,0.04433,0.003878949134999997,8.750167234378518,0.024534037728,0.02256,0.0019740377279999985,8.750167234042546,1.765717228e-05,-0.02254234282772,-99.92173239237589,1.765717529e-05
50.0,10000.0,50.0,2000.0,0.048208949135,0.04433,0.003878949134999997,8.750167234378518,0.024534037728,0.02256,0.0019740377279999985,8.750167234042546,1.765717228e-05,-0.02254234282772,-99.92173239237589,1.765717529e-05
100.0,10000.0,50.0,5000.0,0.040430277631,0.04103,-0.0005997223689999942,-1.461667972215438,0.024733121339,0.0251,-0.0003668786610000023,-1.4616679721115629,2.5630129534e-06,-0.0250974369870466,-99.98978879301434,2.5630130144e-06
50.0,10000.0,50.0,5000.0,0.040430277631,0.04103,-0.0005997223689999942,-1.461667972215438,0.024733121339,0.0251,-0.0003668786610000023,-1.4616679721115629,2.5630129534e-06,-0.0250974369870466,-99.98978879301434,2.5630130144e-06
100.0,10000.0,50.0,10000.0,0.046653121407,0.04747,-0.0008168785929999964,-1.720831247103426,0.030191360641,0.03072,-0.0005286393590000008,-1.7208312467447942,3.4695207254e-07,-0.03071965304792746,-99.9988705987222,3.46952071e-07
50.0,10000.0,50.0,10000.0,0.046653121407,0.04747,-0.0008168785929999964,-1.720831247103426,0.030191360641,0.03072,-0.0005286393590000008,-1.7208312467447942,3.4695207254e-07,-0.03071965304792746,-99.9988705987222,3.46952071e-07
