world_half_cm,thickness_nm,backing_thickness_um,E_keV,mu_counts_cm2_g,mu_ref_cm2_g,delta_mu_counts_cm2_g,delta_mu_counts_percent,mu_en_cpe_cm2_g,mu_en_ref_cm2_g,delta_mu_en_cpe_cm2_g,delta_mu_en_cpe_percent,mu_en_raw_cm2_g,delta_mu_en_raw_cm2_g,delta_mu_en_raw_percent,mu_eff_cm2_g
50.0,250.0,50.0,1.0,3669.4038009,3683.0,-13.596199099999922,-0.3691609856095553,3657.4481003,3671.0,-13.551899699999922,-0.3691609833832722,145.72127461,-3525.27872539,-96.03047467692727,151.09769054
100.0,250.0,50.0,1.0,3669.4038009,3683.0,-13.596199099999922,-0.3691609856095553,3657.4481003,3671.0,-13.551899699999922,-0.3691609833832722,145.72127461,-3525.27872539,-96.03047467692727,151.09769054
100.0,250.0,50.0,10.0,94.983009019,96.91,-1.926990981000003,-1.9884335785780651,90.209845734,92.04,-1.830154266000008,-1.988433578878757,3.4331678653,-88.6068321347,-96.26991757355496,3.4360145367
50.0,250.0,50.0,10.0,94.983009019,96.91,-1.926990981000003,-1.9884335785780651,90.209845734,92.04,-1.830154266000008,-1.988433578878757,3.4331678653,-88.6068321347,-96.26991757355496,3.4360145367
100.0,250.0,50.0,20.0,66.367428234,65.73,0.6374282339999979,0.9697675855773586,57.522476593,56.97,0.5524765930000015,0.9697675846937012,5.814616715,-51.155383285,-89.7935462260839,5.8227886095
50.0,250.0,50.0,20.0,66.367428234,65.73,0.6374282339999979,0.9697675855773586,57.522476593,56.97,0.5524765930000015,0.9697675846937012,5.814616715,-51.155383285,-89.7935462260839,5.8227886095
50.0,250.0,50.0,30.0,23.008068541,22.73,0.27806854099999967,1.2233547778266594,20.153569937,19.91,0.24356993700000018,1.2233547815168266,1.5635024318,-18.3464975682,-92.14715001607232,1.5640924738
100.0,250.0,50.0,30.0,23.008068541,22.73,0.27806854099999967,1.2233547778266594,20.153569937,19.91,0.24356993700000018,1.2233547815168266,1.5635024318,-18.3464975682,-92.14715001607232,1.5640924738
100.0,250.0,50.0,40.0,10.461592376,10.67,-0.20840762399999946,-1.9532110965323284,9.0595232951,9.24,-0.18047670490000023,-1.9532110919913446,0.59194230829,-8.648057691710001,-93.59369796222946,0.59202685735
50.0,250.0,50.0,40.0,10.461592376,10.67,-0.20840762399999946,-1.9532110965323284,9.0595232951,9.24,-0.18047670490000023,-1.9532110919913446,0.59194230829,-8.648057691710001,-93.59369796222946,0.59202685735
100.0,250.0,50.0,50.0,6.0398803773,5.949,0.09088037730000043,1.527658048411505,5.1271467314,5.05,0.07714673140000006,1.5276580475247536,0.29673087047,-4.75326912953,-94.12414117881187,0.29675211437
50.0,250.0,50.0,50.0,6.0398803773,5.949,0.09088037730000043,1.527658048411505,5.1271467314,5.05,0.07714673140000006,1.5276580475247536,0.29673087047,-4.75326912953,-94.12414117881187,0.29675211437
100.0,250.0,50.0,60.0,3.3602354796,3.713,-0.35276452040000006,-9.500795055211421,2.7783255918,3.07,-0.2916744082,-9.500795055374594,0.1476108791,-2.9223891208999997,-95.19182804234528,0.14761613594
50.0,250.0,50.0,60.0,3.3602354796,3.713,-0.35276452040000006,-9.500795055211421,2.7783255918,3.07,-0.2916744082,-9.500795055374594,0.1476108791,-2.9223891208999997,-95.19182804234528,0.14761613594
50.0,250.0,50.0,80.0,7.8282370187,7.81,0.018237018700000718,0.23350856209988116,2.8857227115,2.879,0.006722711500000145,0.23350856200069972,0.10401446503,-2.77498553497,-96.38713216290378,0.1040170752
100.0,250.0,50.0,80.0,7.8282370187,7.81,0.018237018700000718,0.23350856209988116,2.8857227115,2.879,0.006722711500000145,0.23350856200069972,0.10401446503,-2.77498553497,-96.38713216290378,0.1040170752
50.0,250.0,50.0,100.0,4.782716273,4.438,0.3447162730000004,7.7673788418206495,2.2631149557,2.1,0.1631149556999998,7.767378842857132,0.05186285285,-2.0481371471500003,-97.5303403404762,0.051863501764
100.0,250.0,50.0,100.0,4.782716273,4.438,0.3447162730000004,7.7673788418206495,2.2631149557,2.1,0.1631149556999998,7.767378842857132,0.05186285285,-2.0481371471500003,-97.5303403404762,0.051863501764
100.0,250.0,50.0,150.0,1.5342464977,1.581,-0.04675350229999986,-2.957210771663495,0.9100672774,0.9378,-0.027732722599999926,-2.957210769886962,0.009203316753,-0.928596683247,-99.0186269190659,0.0092033371872
50.0,250.0,50.0,150.0,1.5342464977,1.581,-0.04675350229999986,-2.957210771663495,0.9100672774,0.9378,-0.027732722599999926,-2.957210769886962,0.009203316753,-0.928596683247,-99.0186269190659,0.0092033371872
100.0,250.0,50.0,200.0,0.89138337101,0.7844,0.10698337101,13.638879527027026,0.55830781511,0.4913,0.06700781511000004,13.63887952574802,0.0037062523316,-0.4875937476684,-99.24562338050072,0.0037062556455
50.0,250.0,50.0,200.0,0.89138337101,0.7844,0.10698337101,13.638879527027026,0.55830781511,0.4913,0.06700781511000004,13.63887952574802,0.0037062523316,-0.4875937476684,-99.24562338050072,0.0037062556455
100.0,250.0,50.0,300.0,0.30053992439,0.3238,-0.023260075609999986,-7.1834699227918435,0.18312701384,0.1973,-0.014172986160000012,-7.183469923973649,0.00038030880829,-0.19691969119171002,-99.80724338150533,0.00038030884317
50.0,250.0,50.0,300.0,0.30053992439,0.3238,-0.023260075609999986,-7.1834699227918435,0.18312701384,0.1973,-0.014172986160000012,-7.183469923973649,0.00038030880829,-0.19691969119171002,-99.80724338150533,0.00038030884317
