world_half_cm,thickness_nm,backing_thickness_um,E_keV,mu_counts_cm2_g,mu_ref_cm2_g,delta_mu_counts_cm2_g,delta_mu_counts_percent,mu_en_cpe_cm2_g,mu_en_ref_cm2_g,delta_mu_en_cpe_cm2_g,delta_mu_en_cpe_percent,mu_en_raw_cm2_g,delta_mu_en_raw_cm2_g,delta_mu_en_raw_percent,mu_eff_cm2_g
50.0,1000.0,50.0,1.0,3778.9729325,3683.0,95.97293249999984,2.6058357996198707,3766.6602322,3671.0,95.66023219999988,2.6058357995096673,43.820397409,-3627.179602591,-98.80630897823481,45.785003524
100.0,1000.0,50.0,1.0,3778.9729325,3683.0,95.97293249999984,2.6058357996198707,3766.6602322,3671.0,95.66023219999988,2.6058357995096673,43.820397409,-3627.179602591,-98.80630897823481,45.785003524
100.0,1000.0,50.0,10.0,95.486783372,96.91,-1.4232166279999916,-1.4685962521927476,90.68830401,92.04,-1.3516959900000103,-1.4685962516297373,3.2825318782,-88.7574681218,-96.43358118405041,3.2929738937
50.0,1000.0,50.0,10.0,95.486783372,96.91,-1.4232166279999916,-1.4685962521927476,90.68830401,92.04,-1.3516959900000103,-1.4685962516297373,3.2825318782,-88.7574681218,-96.43358118405041,3.2929738937
100.0,1000.0,50.0,20.0,65.640571178,65.73,-0.08942882200000213,-0.13605480298189887,56.892489578,56.97,-0.07751042199999603,-0.13605480428294897,5.4096121541,-51.560387845899996,-90.50445470581006,5.4380499317
50.0,1000.0,50.0,20.0,65.640571178,65.73,-0.08942882200000213,-0.13605480298189887,56.892489578,56.97,-0.07751042199999603,-0.13605480428294897,5.4096121541,-51.560387845899996,-90.50445470581006,5.4380499317
50.0,1000.0,50.0,30.0,22.913785897,22.73,0.18378589699999992,0.8085609194896608,20.07098448,19.91,0.16098447999999976,0.8085609241587131,1.5366516658,-18.3733483342,-92.28201071923657,1.538934834
100.0,1000.0,50.0,30.0,22.913785897,22.73,0.18378589699999992,0.8085609194896608,20.07098448,19.91,0.16098447999999976,0.8085609241587131,1.5366516658,-18.3733483342,-92.28201071923657,1.538934834
100.0,1000.0,50.0,40.0,10.475654693,10.67,-0.19434530700000074,-1.821418059981263,9.0717009711,9.24,-0.16829902889999993,-1.8214180616883107,0.57892749741,-8.66107250259,-93.73455089383117,0.57925116508
50.0,1000.0,50.0,40.0,10.475654693,10.67,-0.19434530700000074,-1.821418059981263,9.0717009711,9.24,-0.16829902889999993,-1.8214180616883107,0.57892749741,-8.66107250259,-93.73455089383117,0.57925116508
100.0,1000.0,50.0,50.0,6.0219055843,5.949,0.07290558429999994,1.2255099058665313,5.1118882503,5.05,0.0618882503,1.2255099069306932,0.28566921451,-4.764330785489999,-94.3431838710891,0.28574799412
50.0,1000.0,50.0,50.0,6.0219055843,5.949,0.07290558429999994,1.2255099058665313,5.1118882503,5.05,0.0618882503,1.2255099069306932,0.28566921451,-4.764330785489999,-94.3431838710891,0.28574799412
100.0,1000.0,50.0,60.0,3.6840506711,3.713,-0.028949328900000015,-0.7796748963102617,3.0460639807,3.07,-0.023936019299999778,-0.7796748957654651,0.17080124093,-2.89919875907,-94.43644166351793,0.17082939913
50.0,1000.0,50.0,60.0,3.6840506711,3.713,-0.028949328900000015,-0.7796748963102617,3.0460639807,3.07,-0.023936019299999778,-0.7796748957654651,0.17080124093,-2.89919875907,-94.43644166351793,0.17082939913
50.0,1000.0,50.0,80.0,7.8361606973,7.81,0.026160697300000813,0.33496411395647646,2.8886436169,2.879,0.00964361690000004,0.33496411601250575,0.10015057837,-2.77884942163,-96.52134149461618,0.1001602587
100.0,1000.0,50.0,80.0,7.8361606973,7.81,0.026160697300000813,0.33496411395647646,2.8886436169,2.879,0.00964361690000004,0.33496411601250575,0.10015057837,-2.77884942163,-96.52134149461618,0.1001602587
50.0,1000.0,50.0,100.0,4.519655136,4.438,0.08165513600000018,1.8399084272194726,2.138638077,2.1,0.03863807699999988,1.839908428571423,0.048290745855,-2.051709254145,-97.70044067357142,0.048292996371
100.0,1000.0,50.0,100.0,4.519655136,4.438,0.08165513600000018,1.8399084272194726,2.138638077,2.1,0.03863807699999988,1.839908428571423,0.048290745855,-2.051709254145,-97.70044067357142,0.048292996371
100.0,1000.0,50.0,150.0,1.6009162809,1.581,0.019916280899999972,1.259726812144211,0.94961371803,0.9378,0.011813718030000087,1.2597268106206105,0.010115445078,-0.927684554922,-98.92136435508637,0.01011554382
50.0,1000.0,50.0,150.0,1.6009162809,1.581,0.019916280899999972,1.259726812144211,0.94961371803,0.9378,0.011813718030000087,1.2597268106206105,0.010115445078,-0.927684554922,-98.92136435508637,0.01011554382
100.0,1000.0,50.0,200.0,0.74665170798,0.7844,-0.03774829201999996,-4.812377870984188,0.46765678752,0.4913,-0.02364321248000001,-4.812377870954611,0.0031814151554,-0.4881185848446,-99.35244959181763,0.0031814249226
50.0,1000.0,50.0,200.0,0.74665170798,0.7844,-0.03774829201999996,-4.812377870984188,0.46765678752,0.4913,-0.02364321248000001,-4.812377870954611,0.0031814151554,-0.4881185848446,-99.35244959181763,0.0031814249226
100.0,1000.0,50.0,300.0,0.33948943327,0.3238,0.015689433269999997,4.845408668931438,0.20685999131,0.1973,0.009559991309999988,4.8454086720729785,0.001182733506,-0.196117266494,-99.4005405443487,0.001182734856
50.0,1000.0,50.0,300.0,0.33948943327,0.3238,0.015689433269999997,4.845408668931438,0.20685999131,0.1973,0.009559991309999988,4.8454086720729785,0.001182733506,-0.196117266494,-99.4005405443487,0.001182734856
100.0,1000.0,50.0,500.0,0.11400217801,0.1378,-0.02379782199000001,-17.26982727866474,0.061551248502,0.0744,-0.012848751497999994,-17.269827282258056,0.00032736409326,-0.07407263590674,-99.55999449830645,0.00032736419671
50.0,1000.0,50.0,500.0,0.11400217801,0.1378,-0.02379782199000001,-17.26982727866474,0.061551248502,0.0744,-0.012848751497999994,-17.269827282258056,0.00032736409326,-0.07407263590674,-99.55999449830645,0.00032736419671
100.0,1000.0,50.0,1000.0,0.064770887643,0.06618,-0.001409112357000003,-2.1292117815049907,0.03206247022,0.03276,-0.0006975297799999974,-2.129211782661775,8.7593782383e-06,-0.0327512406217617,-99.97326197118956,8.7593783284e-06
