world_half_cm,thickness_nm,backing_thickness_um,E_keV,mu_counts_cm2_g,mu_ref_cm2_g,delta_mu_counts_cm2_g,delta_mu_counts_percent,mu_en_cpe_cm2_g,mu_en_ref_cm2_g,delta_mu_en_cpe_cm2_g,delta_mu_en_cpe_percent,mu_en_raw_cm2_g,delta_mu_en_raw_cm2_g,delta_mu_en_raw_percent,mu_eff_cm2_g
50.0,500.0,0.0,1.0,3682.538347,3683.0,-0.461652999999842,-0.01253469997284393,3670.5398512,3671.0,-0.4601487999998426,-0.012534698992095958,85.326530829,-3585.673469171,-97.675659743149,89.04501426
100.0,500.0,0.0,1.0,3682.538347,3683.0,-0.461652999999842,-0.01253469997284393,3670.5398512,3671.0,-0.4601487999998426,-0.012534698992095958,85.326530829,-3585.673469171,-97.675659743149,89.04501426
100.0,500.0,0.0,10.0,96.979966457,96.91,0.0699664570000067,0.07219735527809999,92.106450445,92.04,0.06645044499998676,0.0721973544111112,3.4319899171,-88.60801008290001,-96.27119739558889,3.4376856489
50.0,500.0,0.0,10.0,96.979966457,96.91,0.0699664570000067,0.07219735527809999,92.106450445,92.04,0.06645044499998676,0.0721973544111112,3.4319899171,-88.60801008290001,-96.27119739558889,3.4376856489
100.0,500.0,0.0,20.0,65.266734912,65.73,-0.463265088,-0.7048000730260154,56.568475399,56.97,-0.4015246009999984,-0.7048000719676996,5.5383802979,-51.4316197021,-90.2784267195015,5.5532332823
50.0,500.0,0.0,20.0,65.266734912,65.73,-0.463265088,-0.7048000730260154,56.568475399,56.97,-0.4015246009999984,-0.7048000719676996,5.5383802979,-51.4316197021,-90.2784267195015,5.5532332823
50.0,500.0,0.0,30.0,21.914021349,22.73,-0.8159786510000018,-3.5898752793664834,19.195255832,19.91,-0.7147441679999993,-3.5898752787543913,1.3733770449,-18.5366229551,-93.10207410899046,1.3742879242
100.0,500.0,0.0,30.0,21.914021349,22.73,-0.8159786510000018,-3.5898752793664834,19.195255832,19.91,-0.7147441679999993,-3.5898752787543913,1.3733770449,-18.5366229551,-93.10207410899046,1.3742879242
100.0,500.0,0.0,40.0,11.043088278,10.67,0.3730882780000009,3.496609915651367,9.5630867564,9.24,0.3230867564000004,3.4966099177489216,0.60489903238,-8.63510096762,-93.45347367554112,0.60507564924
50.0,500.0,0.0,40.0,11.043088278,10.67,0.3730882780000009,3.496609915651367,9.5630867564,9.24,0.3230867564000004,3.4966099177489216,0.60489903238,-8.63510096762,-93.45347367554112,0.60507564924
100.0,500.0,0.0,50.0,5.9340563455,5.949,-0.014943654499999681,-0.25119607497057794,5.0373145982,5.05,-0.012685401799999774,-0.2511960752475203,0.27773209845,-4.77226790155,-94.50035448613863,0.27776932279
50.0,500.0,0.0,50.0,5.9340563455,5.949,-0.014943654499999681,-0.25119607497057794,5.0373145982,5.05,-0.012685401799999774,-0.2511960752475203,0.27773209845,-4.77226790155,-94.50035448613863,0.27776932279
100.0,500.0,0.0,60.0,3.5449164996,3.713,-0.16808350039999986,-4.526892011850252,2.9310244152,3.07,-0.13897558479999983,-4.526892013029311,0.13192153368,-2.93807846632,-95.70288163908796,0.13192993148
50.0,500.0,0.0,60.0,3.5449164996,3.713,-0.16808350039999986,-4.526892011850252,2.9310244152,3.07,-0.13897558479999983,-4.526892013029311,0.13192153368,-2.93807846632,-95.70288163908796,0.13192993148
50.0,500.0,0.0,80.0,7.6603684141,7.81,-0.14963158589999992,-1.9158973866837379,2.8238413142,2.879,-0.05515868579999994,-1.9158973879819363,0.096945656088,-2.782054343912,-96.63266217130948,0.096950191128
100.0,500.0,0.0,80.0,7.6603684141,7.81,-0.14963158589999992,-1.9158973866837379,2.8238413142,2.879,-0.05515868579999994,-1.9158973879819363,0.096945656088,-2.782054343912,-96.63266217130948,0.096950191128
50.0,500.0,0.0,100.0,4.4655664125,4.438,0.02756641250000058,0.6211449414150649,2.1130440438,2.1,0.013044043799999905,0.6211449428571383,0.043596472021,-2.056403527979,-97.92397752280952,0.043597389111
100.0,500.0,0.0,100.0,4.4655664125,4.438,0.02756641250000058,0.6211449414150649,2.1130440438,2.1,0.013044043799999905,0.6211449428571383,0.043596472021,-2.056403527979,-97.92397752280952,0.043597389111
100.0,500.0,0.0,150.0,1.6386005351,1.581,0.05760053509999996,3.6432976027830466,0.97196684489,0.9378,0.03416684488999999,3.6432975997014285,0.0077211737478,-0.9300788262522,-99.17667159865643,0.0077212025129
50.0,500.0,0.0,150.0,1.6386005351,1.581,0.05760053509999996,3.6432976027830466,0.97196684489,0.9378,0.03416684488999999,3.6432975997014285,0.0077211737478,-0.9300788262522,-99.17667159865643,0.0077212025129
100.0,500.0,0.0,200.0,0.82934732722,0.7844,0.044947327220000055,5.730153903620608,0.51945224613,0.4913,0.028152246129999947,5.7301539039283425,0.004338946114,-0.48696105388600003,-99.11684386037045,0.0043389551978
50.0,500.0,0.0,200.0,0.82934732722,0.7844,0.044947327220000055,5.730153903620608,0.51945224613,0.4913,0.028152246129999947,5.7301539039283425,0.004338946114,-0.48696105388600003,-99.11684386037045,0.0043389551978
100.0,500.0,0.0,300.0,0.33165928593,0.3238,0.007859285930000015,2.42720380790612,0.20208887311,0.1973,0.004788873110000008,2.427203806386218,0.0014111240069,-0.1958888759931,-99.2847825611252,0.0014111249677
50.0,500.0,0.0,300.0,0.33165928593,0.3238,0.007859285930000015,2.42720380790612,0.20208887311,0.1973,0.004788873110000008,2.427203806386218,0.0014111240069,-0.1958888759931,-99.2847825611252,0.0014111249677
100.0,500.0,0.0,500.0,0.12954177529,0.1378,-0.008258224710000012,-5.992906175616844,0.069941277803,0.0744,-0.004458722196999998,-5.992906178763438,0.0001911573057,-0.07420884269429999,-99.74306813749999,0.00019115732327
50.0,500.0,0.0,500.0,0.12954177529,0.1378,-0.008258224710000012,-5.992906175616844,0.069941277803,0.0744,-0.004458722196999998,-5.992906178763438,0.0001911573057,-0.07420884269429999,-99.74306813749999,0.00019115732327
100.0,500.0,0.0,1000.0,0.098450272317,0.06618,0.032270272317,48.7613664505893,0.048734223649,0.03276,0.015974223649000002,48.76136644993896,2.4089222798e-05,-0.032735910777202,-99.92646757387668,2.4089223124e-05
50.0,500.0,0.0,1000.0,0.098450272317,0.06618,0.032270272317,48.7613664505893,0.048734223649,0.03276,0.015974223649000002,48.76136644993896,2.4089222798e-05,-0.032735910777202,-99.92646757387668,2.4089223124e-05
100.0,500.0,0.0,1500.0,0.051814766883,0.05,0.001814766882999995,3.62953376599999,0.025741576187,0.02484,0.000901576187,3.629533764090177,2.9717098446e-06,-0.0248370282901554,-99.9880365948285,2.971709814e-06
50.0,500.0,0.0,1500.0,0.051814766883,0.05,0.001814766882999995,3.62953376599999,0.025741576187,0.02484,0.000901576187,3.629533764090177,2.9717098446e-06,-0.0248370282901554,-99.9880365948285,2.971709814e-06
50.0,500.0,0.0,2000.0,0.051814766883,0.04433,0.007484766882999996,16.884202307692302,0.02636907604,0.02256,0.0038090760400000014,16.884202304964546,3.3325e-05,-0.022526675,-99.85228280141844,3.332500052e-05
100.0,500.0,0.0,2000.0,0.051814766883,0.04433,0.007484766882999996,16.884202307692302,0.02636907604,0.02256,0.0038090760400000014,16.884202304964546,3.3325e-05,-0.022526675,-99.85228280141844,3.332500052e-05
50.0,500.0,0.0,5000.0,0.031088549232,0.04103,-0.009941450767999998,-24.229711840116984,0.019018342328,0.0251,-0.0060816576720000015,-24.229711840637457,3.3698445596e-07,-0.02509966301554404,-99.99865743244636,3.3698444156e-07
100.0,500.0,0.0,5000.0,0.031088549232,0.04103,-0.009941450767999998,-24.229711840116984,0.019018342328,0.0251,-0.0060816576720000015,-24.229711840637457,3.3698445596e-07,-0.02509966301554404,-99.99865743244636,3.3698444156e-07
100.0,500.0,0.0,10000.0,0.031088549232,0.04747,-0.016381450768,-34.509059970507685,0.020118816777,0.03072,-0.010601183223,-34.50905997070313,0.0,-0.03072,-100.0,0.0
50.0,500.0,0.0,10000.0,0.031088549232,0.04747,-0.016381450768,-34.509059970507685,0.020118816777,0.03072,-0.010601183223,-34.50905997070313,0.0,-0.03072,-100.0,0.0
