world_half_cm,thickness_nm,backing_thickness_um,E_keV,mu_counts_cm2_g,mu_ref_cm2_g,delta_mu_counts_cm2_g,delta_mu_counts_percent,mu_en_cpe_cm2_g,mu_en_ref_cm2_g,delta_mu_en_cpe_cm2_g,delta_mu_en_cpe_percent,mu_en_raw_cm2_g,delta_mu_en_raw_cm2_g,delta_mu_en_raw_percent,mu_eff_cm2_g
50.0,2000.0,0.0,1.0,5368.7217194,3683.0,1685.7217194000004,45.77034263915288,5351.2292783,3671.0,1680.2292783000003,45.77034263960774,21.918859326,-3649.081140674,-99.40291856916372,22.901962684
100.0,2000.0,0.0,1.0,5368.7217194,3683.0,1685.7217194000004,45.77034263915288,5351.2292783,3671.0,1680.2292783000003,45.77034263960774,21.918859326,-3649.081140674,-99.40291856916372,22.901962684
100.0,2000.0,0.0,10.0,95.839669246,96.91,-1.0703307539999969,-1.1044585223403125,91.023456376,92.04,-1.0165436240000076,-1.1044585223815815,2.9856263446,-89.05437365540001,-96.7561643365928,3.0029636276
50.0,2000.0,0.0,10.0,95.839669246,96.91,-1.0703307539999969,-1.1044585223403125,91.023456376,92.04,-1.0165436240000076,-1.1044585223815815,2.9856263446,-89.05437365540001,-96.7561643365928,3.0029636276
100.0,2000.0,0.0,20.0,65.600061029,65.73,-0.1299389710000014,-0.1976859440133902,56.857378317,56.97,-0.11262168300000042,-0.1976859452343346,5.0924134735,-51.8775865265,-91.06123666227839,5.14312924
50.0,2000.0,0.0,20.0,65.600061029,65.73,-0.1299389710000014,-0.1976859440133902,56.857378317,56.97,-0.11262168300000042,-0.1976859452343346,5.0924134735,-51.8775865265,-91.06123666227839,5.14312924
50.0,2000.0,0.0,30.0,22.768472819,22.73,0.03847281899999899,0.1692600923889089,19.943699685,19.91,0.033699684999998425,0.16926009542942452,1.4927385794,-18.4172614206,-92.5025686619789,1.4970557291
100.0,2000.0,0.0,30.0,22.768472819,22.73,0.03847281899999899,0.1692600923889089,19.943699685,19.91,0.033699684999998425,0.16926009542942452,1.4927385794,-18.4172614206,-92.5025686619789,1.4970557291
100.0,2000.0,0.0,40.0,10.622876374,10.67,-0.04712362599999942,-0.4416459793814378,9.1991919116,9.24,-0.040808088400000386,-0.4416459783549825,0.59314499352,-8.646855006480001,-93.5806818883117,0.59382504623
50.0,2000.0,0.0,40.0,10.622876374,10.67,-0.04712362599999942,-0.4416459793814378,9.1991919116,9.24,-0.040808088400000386,-0.4416459783549825,0.59314499352,-8.646855006480001,-93.5806818883117,0.59382504623
100.0,2000.0,0.0,50.0,5.9764394486,5.949,0.027439448600000027,0.4612447234829388,5.0732928585,5.05,0.023292858500000513,0.4612447227722874,0.27484987435,-4.77515012565,-94.55742823069306,0.27499577449
50.0,2000.0,0.0,50.0,5.9764394486,5.949,0.027439448600000027,0.4612447234829388,5.0732928585,5.05,0.023292858500000513,0.4612447227722874,0.27484987435,-4.77515012565,-94.55742823069306,0.27499577449
100.0,2000.0,0.0,60.0,3.6289250401,3.713,-0.08407495990000013,-2.2643404228386785,3.000484749,3.07,-0.06951525099999989,-2.264340423452765,0.14821094365,-2.9217890563499997,-95.17228196579805,0.14825335514
50.0,2000.0,0.0,60.0,3.6289250401,3.713,-0.08407495990000013,-2.2643404228386785,3.000484749,3.07,-0.06951525099999989,-2.264340423452765,0.14821094365,-2.9217890563499997,-95.17228196579805,0.14825335514
