world_half_cm,thickness_nm,E_keV,mu_counts_cm2_g,mu_ref_cm2_g,delta_mu_counts_cm2_g,delta_mu_counts_percent,mu_en_cpe_cm2_g,mu_en_ref_cm2_g,delta_mu_en_cpe_cm2_g,delta_mu_en_cpe_percent,mu_en_raw_cm2_g,delta_mu_en_raw_cm2_g,delta_mu_en_raw_percent,mu_eff_cm2_g
50.0,1000.0,300.0,0.31097413059,0.3238,-0.012825869409999968,-3.9610467603458828,0.18948485474,0.1973,-0.00781514525999999,-3.9610467612772373,0.00075259965457,-0.19654740034543,-99.61855060589457,0.00075260020114
100.0,1000.0,500.0,0.15805519273,0.1378,0.020255192729999982,14.698978759071105,0.085336040194,0.0744,0.010936040194000005,14.698978755376352,0.00021545829016,-0.07418454170984,-99.7104055239785,0.00021545833492
50.0,1000.0,500.0,0.15805519273,0.1378,0.020255192729999982,14.698978759071105,0.085336040194,0.0744,0.010936040194000005,14.698978755376352,0.00021545829016,-0.07418454170984,-99.7104055239785,0.00021545833492
100.0,1000.0,1000.0,0.08809038945,0.06618,0.021910389449999998,33.107267225747954,0.043605940743,0.03276,0.010845940743,33.107267225274725,6.4150440415e-05,-0.032695849559584995,-99.80418058481379,6.4150444371e-05
50.0,1000.0,1000.0,0.08809038945,0.06618,0.021910389449999998,33.107267225747954,0.043605940743,0.03276,0.010845940743,33.107267225274725,6.4150440415e-05,-0.032695849559584995,-99.80418058481379,6.4150444371e-05
100.0,1000.0,1500.0,0.046634222924,0.05,-0.0033657770760000053,-6.731554152000011,0.023167881949,0.02484,-0.0016721180509999996,-6.731554150563605,3.023208981e-05,-0.02480976791019,-99.87829271413044,3.0232090713e-05
50.0,1000.0,1500.0,0.046634222924,0.05,-0.0033657770760000053,-6.731554152000011,0.023167881949,0.02484,-0.0016721180509999996,-6.731554150563605,3.023208981e-05,-0.02480976791019,-99.87829271413044,3.0232090713e-05
50.0,1000.0,2000.0,0.033679851084,0.04433,-0.010650148916000003,-24.024698660049634,0.017140027982,0.02256,-0.005419972017999999,-24.024698661347514,2.3526554404e-06,-0.0225576473445596,-99.98957156276418,2.3526554391e-06
100.0,1000.0,2000.0,0.033679851084,0.04433,-0.010650148916000003,-24.024698660049634,0.017140027982,0.02256,-0.005419972017999999,-24.024698661347514,2.3526554404e-06,-0.0225576473445596,-99.98957156276418,2.3526554391e-06
50.0,1000.0,5000.0,0.044043322645,0.04103,0.0030133226450000036,7.344193626614681,0.0269433926,0.0251,0.0018433926000000003,7.34419362549801,3.0593005181e-06,-0.0250969406994819,-99.98781155172071,3.0593005479e-06
100.0,1000.0,5000.0,0.044043322645,0.04103,0.0030133226450000036,7.344193626614681,0.0269433926,0.0251,0.0018433926000000003,7.34419362549801,3.0593005181e-06,-0.0250969406994819,-99.98781155172071,3.0593005479e-06
100.0,1000.0,10000.0,0.036270699541,0.04747,-0.011199300459,-23.592375097956605,0.02347242237,0.03072,-0.007247577630000002,-23.592375097656255,8.15e-08,-0.030719918500000002,-99.99973470052083,8.1499976607e-08
50.0,1000.0,10000.0,0.036270699541,0.04747,-0.011199300459,-23.592375097956605,0.02347242237,0.03072,-0.007247577630000002,-23.592375097656255,8.15e-08,-0.030719918500000002,-99.99973470052083,8.1499976607e-08
